Service Name,Port Number,Transport Protocol,Description,Assignee,Contact,Registration Date,Modification Date,Reference,Service Code,Unauthorized Use Reported,Assignment Notes
,9763-9799,,Unassigned,,,,,,,,
davsrc,9800,tcp,WebDav Source Port,[Ethan_Fremen],[Ethan_Fremen],,,,,,
sstp-2,9801,tcp,Sakura Script Transfer Protocol-2,[Kouichi_Takeda_2],[Kouichi_Takeda_2],,,,,,
davsrcs,9802,tcp,WebDAV Source TLS/SSL,[Rob_Isaac],[Rob_Isaac],2003-07,,,,,
,9803-9874,,Unassigned,,,,,,,,
sapv1,9875,tcp,Session Announcement v1,,,,,[RFC2974],,,
sd,9876,tcp,Session Director,[Van_Jacobson],[Van_Jacobson],,,,,,
x510,9877,tcp,The X.510 wrapper protocol,[ITU_TSB_ITU-T_Study_Group_17],[Erik_Andersen],2019-09-30,,[ITU-T X.510 / ISO/IEC 9584-11],,,
kca-service,9878,udp,The KX509 Kerberized Certificate Issuance Protocol in Use in 2012,[IESG],[IETF_Chair],2012-07-12,,[RFC6717],,,"Historically, this service has been referred to as ""kca_service"", but this service name does not meet the registry requirements."
,9879-9887,,Unassigned,,,,,,,,
cyborg-systems,9888,tcp,CYBORG Systems,[Malcolm_Graham],[Malcolm_Graham],,,,,,
gt-proxy,9889,tcp,Port for Cable network related data proxy or repeater,[Dawei_Qi],[Dawei_Qi],2010-07-07,,,,,
,9890-9897,,Unassigned,,,,,,,,
monkeycom,9898,tcp,MonkeyCom,[Yuji_Kuwabara],[Yuji_Kuwabara],,,,,,
,9899,tcp,Reserved,,,,2013-04-10,,,,
iua,9900,tcp,IUA,[Lyndon_Ong_2],[Lyndon_Ong_2],,,,,,
enrp,9901,udp,enrp server channel,,,,,,,,
enrp-sctp-tls,9902,sctp,enrp/tls server channel,,,,,[RFC5353],,,
,9903,tcp,Reserved,,,,,,,,
,9904-9908,,Unassigned,,,,,,,,
domaintime,9909,tcp,domaintime,[Jeffry_Dwight],[Jeffry_Dwight],,,,,,
,9910,,Unassigned,,,,,,,,
sype-transport,9911,tcp,SYPECom Transport Protocol,[Sylvain_Pedneault],[Sylvain_Pedneault],2003-03,,,,,
,9912-9924,,Unassigned,,,,,,,,
xybrid-cloud,9925,tcp,XYBRID Cloud,[Rx_Networks_Inc_2],[Drew_Davies_2],2013-04-25,,,,,
,9926-9949,,Unassigned,,,,,,,,
apc-9950,9950,tcp,APC 9950,[American_Power_Conve],[American_Power_Conve],,,,,,
apc-9951,9951,tcp,APC 9951,[American_Power_Conve],[American_Power_Conve],,,,,,
apc-9952,9952,tcp,APC 9952,[American_Power_Conve],[American_Power_Conve],,,,,,
acis,9953,tcp,9953,[Thomas_Guth],[Thomas_Guth],2006-01,,,,,
hinp,9954,tcp,HaloteC Instrument Network Protocol,[HaloteC_Instruments],[Michel_Stam],2012-02-07,,,,,
alljoyn-stm,9955,tcp,Contact Port for AllJoyn standard messaging,[Qualcomm_Innovation_Center],[Craig_Dowell],2012-03-14,,,,,
,9956,tcp,Reserved,,,,,,,,
,9957-9965,,Unassigned,,,,,,,,
odnsp,9966,tcp,OKI Data Network Setting Protocol,[Masato_Sato],[Masato_Sato],2006-05,,,,,
,9967-9977,,Unassigned,,,,,,,,
xybrid-rt,9978,tcp,XYBRID RT Server,[Rx_Networks_Inc],[Drew_Davies],2013-01-24,,,,,
visweather,9979,tcp,Valley Information Systems Weather station data,[Valley_Information_Systems_Inc],[Michael_Walsh_2],2017-05-12,,,,,
,9980,,Unassigned,,,,,,,,
pumpkindb,9981,tcp,Event sourcing database engine with a built-in programming language,[Eventsourcing_Inc],[Yurii_Rashkovskii],2017-04-18,,,,,
,9982-9986,,Unassigned,,,,,,,,
dsm-scm-target,9987,tcp,DSM/SCM Target Interface,[Mike_Dyslin],[Mike_Dyslin],2006-08,,,,,
nsesrvr,9988,tcp,Software Essentials Secure HTTP server,[Narayanan_Raju],[Narayanan_Raju],2009-02-05,,,,,
,9989-9989,,Unassigned,,,,,,,,
osm-appsrvr,9990,tcp,OSM Applet Server,[Vinay_Gupta],[Vinay_Gupta],2003-08,,,,,
osm-oev,9991,tcp,OSM Event Server,[Vinay_Gupta],[Vinay_Gupta],2003-08,,,,,
palace-1,9992,tcp,OnLive-1,[Douglas_Crockford],[Douglas_Crockford],,,,,,
palace-2,9993,tcp,OnLive-2,[Douglas_Crockford],[Douglas_Crockford],,,,,,
palace-3,9994,tcp,OnLive-3,[Douglas_Crockford],[Douglas_Crockford],,,,,,
palace-4,9995,tcp,Palace-4,[Douglas_Crockford],[Douglas_Crockford],,,,,,
palace-5,9996,tcp,Palace-5,[Douglas_Crockford],[Douglas_Crockford],,,,,,
palace-6,9997,tcp,Palace-6,[Douglas_Crockford],[Douglas_Crockford],,,,,,
distinct32,9998,tcp,Distinct32,[Anoop_Tewari],[Anoop_Tewari],,,,,,
distinct,9999,tcp,distinct,[Anoop_Tewari],[Anoop_Tewari],,,,,,
ndmp,10000,tcp,Network Data Management Protocol,[Brian_Ehrmantraut],[Brian_Ehrmantraut],,,,,,
scp-config,10001,tcp,SCP Configuration,[Michael_Benz],[Michael_Benz],2010-08-06,,,,,
documentum,10002,tcp,EMC-Documentum Content Server Product,[Reza_Bagherian],[Reza_Bagherian],2007-07-19,,,,,
documentum-s,10003,tcp,"EMC-Documentum Content Server Product IANA assigned this well-formed service name as a replacement for ""documentum_s"".",[Reza_Bagherian],[Reza_Bagherian],2007-07-19,,,,,
emcrmirccd,10004,tcp,EMC Replication Manager Client,[Robert_Boudrie],[Robert_Boudrie],2008-06-09,,,,,
emcrmird,10005,tcp,EMC Replication Manager Server,[Robert_Boudrie],[Robert_Boudrie],2008-06-09,,,,,
netapp-sync,10006,tcp,Sync replication protocol among different NetApp platforms,[NetApp_2],[Paul_Mu],2014-08-07,,,,,
mvs-capacity,10007,tcp,MVS Capacity,[Donna_Dillenberger],[Donna_Dillenberger],,,,,,
octopus,10008,tcp,Octopus Multiplexer,[Chris_Koeritz_2],[Chris_Koeritz_2],2002-10,,,,,
swdtp-sv,10009,tcp,Systemwalker Desktop Patrol,[Akira_Ide],[Akira_Ide],2006-03,,,,,
rxapi,10010,tcp,ooRexx rxapi services,[David_Ashley],[David_Ashley],2009-07-24,,,,,
,10011-10019,,Unassigned,,,,,,,,
abb-hw,10020,tcp,Hardware configuration and maintenance,[ABB],[Adam_Norén],2017-03-28,,,,,
,10021-10022,,Unassigned,,,,,,,,
cefd-vmp,10023,udp,Comtech EF-Data's Vipersat Management Protocol,[Comtech],[Nathan_Jeffords],2014-01-23,,,,,
,10024-10049,,Unassigned,,,,,,,,
zabbix-agent,10050,tcp,Zabbix Agent,[Alexei_Vladishev],[Alexei_Vladishev],2006-02,,,,,
zabbix-trapper,10051,tcp,Zabbix Trapper,[Alexei_Vladishev],[Alexei_Vladishev],2006-02,,,,,
,10052-10054,,Unassigned,,,,,,,,
qptlmd,10055,tcp,Quantapoint FLEXlm Licensing Service,[Justin_Vegso],[Justin_Vegso],2010-07-01,,,,,
,10056-10079,,Unassigned,,,,,,,,
amanda,10080,tcp,Amanda,[John_Jackson],[John_Jackson],,,,,,
famdc,10081,tcp,FAM Archive Server,[Frode_Randers],[Frode_Randers],2006-01,,,,,
,10082-10099,,Unassigned,,,,,,,,
itap-ddtp,10100,tcp,VERITAS ITAP DDTP,[Saugata_Guha],[Saugata_Guha],2004-05,,,,,
ezmeeting-2,10101,tcp,eZmeeting,[Albert_C_Yang],[Albert_C_Yang],2002-03,,,,,
ezproxy-2,10102,tcp,eZproxy,[Albert_C_Yang],[Albert_C_Yang],2002-03,,,,,
ezrelay,10103,tcp,eZrelay,[Albert_C_Yang],[Albert_C_Yang],2002-03,,,,,
swdtp,10104,tcp,Systemwalker Desktop Patrol,[Akira_Ide],[Akira_Ide],2006-09,,,,,
,10105-10106,,Unassigned,,,,,,,,
bctp-server,10107,tcp,"VERITAS BCTP, server",[Saugata_Guha],[Saugata_Guha],2004-05,,,,,
,10108-10109,,Unassigned,,,,,,,,
nmea-0183,10110,tcp,NMEA-0183 Navigational Data,[Meindert_Sprang],[Meindert_Sprang],2009-02-18,,,,,
,10111,tcp,Reserved,,,,,,,,
,10112,,Unassigned,,,,,,,,
netiq-endpoint,10113,tcp,NetIQ Endpoint,[John_Wood],[John_Wood],,,,,,
netiq-qcheck,10114,tcp,NetIQ Qcheck,[Michael_Sharpe],[Michael_Sharpe],2010-09-14,,,,,
netiq-endpt,10115,tcp,NetIQ Endpoint,[Gary_Weichinger],[Gary_Weichinger],,,,,,
netiq-voipa,10116,tcp,NetIQ VoIP Assessor,[Gary_Weichinger],[Gary_Weichinger],,,,,,
iqrm,10117,tcp,NetIQ IQCResource Managament Svc,[Michael_Sharpe],[Michael_Sharpe],2010-09-14,,,,,
,10118-10124,,Unassigned,,,,,,,,
cimple,10125,tcp,HotLink CIMple REST API,[HotLink_Corporation],[Richard_Offer],2014-12-18,,,,,
,10126-10127,,Unassigned,,,,,,,,
bmc-perf-sd,10128,tcp,BMC-PERFORM-SERVICE DAEMON,[Portnoy_Boxman],[Portnoy_Boxman],,,,,,
bmc-gms,10129,tcp,BMC General Manager Server,[Dima_Seliverstov],[Dima_Seliverstov],2009-07-28,,,,,
,10130-10159,,Unassigned,,,,,,,,
qb-db-server,10160,tcp,QB Database Server,[Wei_Wang],[Wei_Wang],2005-11,,,,,
snmptls,10161,tcp,SNMP-TLS,,,,,[RFC6353],,,
snmptls-trap,10162,tcp,SNMP-Trap-TLS,,,,,[RFC6353],,,
,10163-10199,,Unassigned,,,,,,,,
trisoap,10200,tcp,Trigence AE Soap Service,[Brigitte_Gagne],[Brigitte_Gagne],2006-08,,,,,
rsms,10201,tcp,Remote Server Management Service,[Patrick_H_Piper],[Patrick_H_Piper],2009-03-06,,,,,
,10202-10251,,Unassigned,,,,,,,,
apollo-relay,10252,tcp,Apollo Relay Port,[Anthony_Carrabino],[Anthony_Carrabino],2003-08,,,,,
eapol-relay,10253,udp,Relay of EAPOL frames,[Wi-SUN_Alliance],[Phil_Beecher],2015-06-26,,,,,
,10254-10259,,Unassigned,,,,,,,,
axis-wimp-port,10260,tcp,Axis WIMP Port,[Stefan_Eriksson],[Stefan_Eriksson],,,,,,
tile-ml,10261,tcp,Tile remote machine learning,[_1026_Labs],[Rob_Earhart],2016-09-27,,,,,
,10262-10287,,Unassigned,,,,,,,,
blocks,10288,tcp,Blocks,[Carl_Malamud],[Carl_Malamud],,,,,,
,10289-10320,,Unassigned,,,,,,,,
cosir,10321,tcp,Computer Op System Information Report,[Kevin_C_Barber],[Kevin_C_Barber],2009-01-13,,,,,
,10322-10438,,Unassigned,,,,,,,,
bngsync,10439,udp,BalanceNG session table synchronization protocol,[Inlab_Software_GmbH],[Thomas_G._Obermair],2014-05-02,,,,,
,10440-10442,,Unassigned,,,,,,,,
cirrossp,10443,tcp,CirrosSP Workstation Communication,[Cirros_Document_Solutions_Ltd],[Andy_Garratt],2020-02-12,,,,,
,10444-10499,,Unassigned,,,,,,,,
,10500,tcp,Reserved,,,,,,,,
,10501-10539,,Unassigned,,,,,,,,
MOS-lower,10540,tcp,MOS Media Object Metadata Port,[Eric_Thorniley],[Eric_Thorniley],2007-09-17,,,,,
MOS-upper,10541,tcp,MOS Running Order Port,[Eric_Thorniley],[Eric_Thorniley],2007-09-17,,,,,
MOS-aux,10542,tcp,MOS Low Priority Port,[Eric_Thorniley],[Eric_Thorniley],2007-09-17,,,,,
MOS-soap,10543,tcp,MOS SOAP Default Port,[Eric_Thorniley],[Eric_Thorniley],2007-09-17,,,,,
MOS-soap-opt,10544,tcp,MOS SOAP Optional Port,[Eric_Thorniley],[Eric_Thorniley],2007-09-17,,,,,
,10545-10547,,Unassigned,,,,,,,,
serverdocs,10548,tcp,Apple Document Sharing Service,[Apple_Inc_3],[Jason_Thorpe],2015-09-29,,,,,
,10549-10630,,Unassigned,,,,,,,,
printopia,10631,tcp,Printopia Serve,[Decisive_Tactics_Inc],[Chris_Kent],2011-10-24,2015-04-09,,,,
,10632-10799,,Unassigned,,,,,,,,
gap,10800,tcp,Gestor de Acaparamiento para Pocket PCs,[Juan_Carlos_Olivares],[Juan_Carlos_Olivares],2006-03,,,,,
,10801-10804,,Unassigned,,,,,,,,
lpdg,10805,tcp,LUCIA Pareja Data Group,[Alvaro_P_Dominguez],[Alvaro_P_Dominguez],2006-02,,,,,
,10806-10808,,Unassigned,,,,,,,,
nbd,10809,tcp,Linux Network Block Device,[Wouter_Verhelst],[Wouter_Verhelst],2010-08-02,,,,,
,10810,tcp,Reserved,,,,,,,,
,10811-10859,,Unassigned,,,,,,,,
helix,10860,tcp,Helix Client/Server,[Matthew_Strange][Larry_Atkin_2],[Matthew_Strange][Larry_Atkin_2],2009-03-06,,,,,
,10861-10879,,Unassigned,,,,,,,,
bveapi,10880,tcp,BVEssentials HTTP API,[Tri_Tech_Computers_Ltd],[James_Emerton],2012-11-19,,,,,
,10881-10932,,Unassigned,,,,,,,,
octopustentacle,10933,tcp,Listen port used by the Octopus Deploy Tentacle deployment agent,[Octopus_Deploy_Pty_Ltd],[Paul_Stovell],2015-01-28,,,,,
,10934-10989,,Unassigned,,,,,,,,
rmiaux,10990,tcp,Auxiliary RMI Port,[Eugen_Bacic_2],[Eugen_Bacic_2],,,,,,
,10991-10999,,Unassigned,,,,,,,,
irisa,11000,tcp,IRISA,[V_A_Brauner],[V_A_Brauner],,,,,,
metasys,11001,tcp,Metasys,[Tobin_Schuster],[Tobin_Schuster],,,,,,
,11002-11094,,Unassigned,,,,,,,,
weave,11095,tcp,Nest device-to-device and device-to-service application protocol,[Nest_Labs_Inc],[Grant_Erickson],2014-01-16,,,,,
,11096-11102,,Unassigned,,,,,,,,
origo-sync,11103,tcp,OrigoDB Server Sync Interface,[Devrex_Labs],[Robert_Friberg],2013-03-29,,,,,
netapp-icmgmt,11104,tcp,NetApp Intercluster Management,[Craig_Everhart],[Craig_Everhart],2010-07-06,,,,,
netapp-icdata,11105,tcp,NetApp Intercluster Data,[Craig_Everhart],[Craig_Everhart],2010-07-06,,,,,
sgi-lk,11106,tcp,SGI LK Licensing service,[Michel_Bourget],[Michel_Bourget],2009-01-06,,,,,
,11107,,Unassigned,,,,,,,,
myq-termlink,11108,udp,Hardware Terminals Discovery and Low-Level Communication Protocol,[JANUS_spol],[Jakub_Ahmadyar],2013-04-23,,,,,
sgi-dmfmgr,11109,tcp,Data migration facility Manager (DMF) is a browser based interface to DMF,[SGI],[John_Sygulla],2013-01-07,,,,,
sgi-soap,11110,tcp,Data migration facility (DMF) SOAP is a web server protocol to support remote access to DMF,[SGI],[John_Sygulla],2013-01-07,,,,,
vce,11111,tcp,Viral Computing Environment (VCE),[Fred_Cohen],[Fred_Cohen],,,,,,
dicom,11112,tcp,DICOM,[David_Clunie],[David_Clunie],2005-08,,,,,
,11113-11160,,Unassigned,,,,,,,,
suncacao-snmp,11161,tcp,sun cacao snmp access point,[Nick_Stephen],[Nick_Stephen],2005-08,,,,,
suncacao-jmxmp,11162,tcp,sun cacao JMX-remoting access point,[Nick_Stephen],[Nick_Stephen],2005-08,,,,,
suncacao-rmi,11163,tcp,sun cacao rmi registry access point,[Nick_Stephen],[Nick_Stephen],2005-08,,,,,
suncacao-csa,11164,tcp,sun cacao command-streaming access point,[Nick_Stephen],[Nick_Stephen],2005-08,,,,,
suncacao-websvc,11165,tcp,sun cacao web service access point,[Nick_Stephen],[Nick_Stephen],2005-08,,,,,
,11166-11170,,Unassigned,,,,,,,,
,11171,tcp,Reserved,,,,,,,,
oemcacao-jmxmp,11172,tcp,OEM cacao JMX-remoting access point,[David_Sechrest],[David_Sechrest],2010-09-22,,,,,
t5-straton,11173,tcp,Straton Runtime Programing,[COPALP],[Jerome_FOLLUT],2012-03-01,,,,,
oemcacao-rmi,11174,tcp,OEM cacao rmi registry access point,[David_Sechrest],[David_Sechrest],2010-09-22,,,,,
oemcacao-websvc,11175,tcp,OEM cacao web service access point,[David_Sechrest],[David_Sechrest],2010-09-22,,,,,
,11176-11200,,Unassigned,,,,,,,,
smsqp,11201,tcp,smsqp,[Andres_Seco_Hernande],[Andres_Seco_Hernande],,,,,,
dcsl-backup,11202,tcp,DCSL Network Backup Services,[John_Reynolds],[John_Reynolds],2012-04-17,,,,,Defined TXT keys: DCSL-Service
,11203-11207,,Unassigned,,,,,,,,
wifree,11208,tcp,WiFree Service,[Jose_Luis_Martin_Pei],[Jose_Luis_Martin_Pei],2006-03,,,,,
,11209-11210,,Unassigned,,,,,,,,
memcache,11211,tcp,Memory cache service,[Trond_Norbye],[Trond_Norbye],2009-02-09,,,,,
,11212-11234,,Unassigned,,,,,,,,
xcompute,11235,tcp,numerical systems messaging,[Xplicit_Computing_Inc],[Graham_J_Orr],2020-10-16,,,,,
,11236-11318,,Unassigned,,,,,,,,
imip,11319,tcp,IMIP,[Len_Zuvela],[Len_Zuvela],,,,,,
imip-channels,11320,tcp,IMIP Channels Port,[Len_Zuvela_2],[Len_Zuvela_2],,,,,,
arena-server,11321,tcp,Arena Server Listen,[Earl_Brannigan],[Earl_Brannigan],,,,,,
,11322-11366,,Unassigned,,,,,,,,
atm-uhas,11367,tcp,ATM UHAS,[Todd_Barker],[Todd_Barker],,,,,,
,11368-11370,,Unassigned,,,,,,,,
hkp,11371,tcp,OpenPGP HTTP Keyserver,[David_Shaw],[David_Shaw],2003-05,,,,,
,11372-11429,,Unassigned,,,,,,,,
lsdp,11430,udp,Lenbrook Service Discovery Protocol,[Lenbrook_Industries_Limited],[Kevin_Groeneveld],2014-03-27,,,,,
,11431-11488,,Unassigned,,,,,,,Known UNAUTHORIZED USE: port 11488,
asgcypresstcps,11489,tcp,ASG Cypress Secure Only,[David_Luxford],[David_Luxford],2010-07-01,,,,,
,11490-11599,,Unassigned,,,,,,,,
tempest-port,11600,tcp,Tempest Protocol Port,[Francis_Cianfrocca],[Francis_Cianfrocca],,,,,,
,11601-11622,,Unassigned,,,,,,,,
emc-xsw-dconfig,11623,tcp,EMC XtremSW distributed config,[EMC],[David_Erel],2013-09-18,,,,,
,11624-11719,,Unassigned,,,,,,,Unauthorized Use Known on port 11711,
h323callsigalt,11720,tcp,H.323 Call Control Signalling Alternate,[ITU-T],[ITU-T_TSB],,2013-01-31,,,,
,11721-11722,,Unassigned,,,,,,,,
emc-xsw-dcache,11723,tcp,EMC XtremSW distributed cache,[EMC],[David_Erel],2013-09-18,,,,,
,11724-11750,,Unassigned,,,,,,,,
intrepid-ssl,11751,tcp,Intrepid SSL,[Robert_Eden],[Robert_Eden],2003-03,,,,,
,11752-11795,,Unassigned,,,,,,,,
lanschool,11796,tcp,LanSchool,[Stoneware_Inc],[Dana_Doggett],2012-05-18,,,,,
,11797-11875,,Unassigned,,,,,,,,
xoraya,11876,tcp,X2E Xoraya Multichannel protocol,[Hannes_K],[Hannes_K],2010-09-13,,,,,
,11877,tcp,Reserved,,,,,,,,
,11878-11966,,Unassigned,,,,,,,,
sysinfo-sp,11967,tcp,SysInfo Service Protocol,[Mike_Cooper],[Mike_Cooper],2003-03,,,,,
,11968-11970,,Unassigned,,,,,,,,
tibsd,11971,tcp,TiBS Service,[Teradactyl_LLC],[Kristen_Webb],2019-05-17,,,,,
,11972-11996,,Unassigned,,,,,,,,
wmereceiving,11997,sctp,WorldMailExpress,[Greg_Foutz],[Greg_Foutz],2006-03,,,,,
wmedistribution,11998,sctp,WorldMailExpress,[Greg_Foutz],[Greg_Foutz],2006-03,,,,,
wmereporting,11999,sctp,WorldMailExpress,[Greg_Foutz],[Greg_Foutz],2006-03,,,,,
entextxid,12000,tcp,IBM Enterprise Extender SNA XID Exchange,[Eugene_Cox],[Eugene_Cox],,,,,,
entextnetwk,12001,tcp,IBM Enterprise Extender SNA COS Network Priority,[Eugene_Cox],[Eugene_Cox],,,,,,
entexthigh,12002,tcp,IBM Enterprise Extender SNA COS High Priority,[Eugene_Cox],[Eugene_Cox],,,,,,
entextmed,12003,tcp,IBM Enterprise Extender SNA COS Medium Priority,[Eugene_Cox],[Eugene_Cox],,,,,,
entextlow,12004,tcp,IBM Enterprise Extender SNA COS Low Priority,[Eugene_Cox],[Eugene_Cox],,,,,,
dbisamserver1,12005,tcp,DBISAM Database Server - Regular,[Tim_Young],[Tim_Young],2002-05,,,,,
dbisamserver2,12006,tcp,DBISAM Database Server - Admin,[Tim_Young],[Tim_Young],2002-05,,,,,
accuracer,12007,tcp,Accuracer Database System Server,[Alexander_V_Ivanov],[Alexander_V_Ivanov],2004-12,,,,,
accuracer-dbms,12008,tcp,Accuracer Database System Admin,[Alexander_V_Ivanov],[Alexander_V_Ivanov],2004-12,,,,,
,12009,tcp,Reserved,,,,,,,,
edbsrvr,12010,tcp,ElevateDB Server,[Tim_Young],[Tim_Young],2009-05-06,,,,,
,12011,,Unassigned,,,,,,,,
vipera,12012,tcp,Vipera Messaging Service,[Silvano_Maffeis_2],[Silvano_Maffeis_2],2005-08,,,,,
vipera-ssl,12013,tcp,Vipera Messaging Service over SSL Communication,[Silvano_Maffeis_2],[Silvano_Maffeis_2],2008-01-16,,,,,
,12014-12108,,Unassigned,,,,,,,,
rets-ssl,12109,tcp,RETS over SSL,[Jeremy_Crawford],[Jeremy_Crawford],2003-02,,,,,
,12110-12120,,Unassigned,,,,,,,,
nupaper-ss,12121,tcp,NuPaper Session Service,[David_Warden_2],[David_Warden_2],2005-11,,,,,
,12122-12167,,Unassigned,,,,,,,,
cawas,12168,tcp,CA Web Access Service,[Jon_Press],[Jon_Press],2005-08,,,,,
,12169-12171,,Unassigned,,,,,,,,
hivep,12172,tcp,HiveP,[Dick_Augustsson],[Dick_Augustsson],,,,,,
,12173-12299,,Unassigned,,,,,,,,
linogridengine,12300,tcp,LinoGrid Engine,[Frans_Lundberg],[Frans_Lundberg],2004-11,,,,,
,12301,,Unassigned,,,,,,,,
rads,12302,tcp,"Remote Administration Daemon (RAD) is a system service that offers secure, remote, programmatic access to Solaris system configuration and run-time state",[Oracle],[Devjani_Ray],2012-04-20,,,,,
,12303-12320,,Unassigned,,,,,,,,
warehouse-sss,12321,tcp,Warehouse Monitoring Syst SSS,[Craig_Steffen],[Craig_Steffen],2005-08,,,,,
warehouse,12322,tcp,Warehouse Monitoring Syst,[Craig_Steffen],[Craig_Steffen],2005-08,,,,,
,12323-12344,,Unassigned,,,,,,,,
italk,12345,tcp,Italk Chat System,[Takayuki_Ito],[Takayuki_Ito],,,,,,
,12346-12545,,Unassigned,,,,,,,,
carb-repl-ctrl,12546,tcp,Carbonite Server Replication Control,[Open_Text_Corporation],[Tony_Ponzo],2022-10-07,,,,,
,12547-12752,,Unassigned,,,,,,,,
tsaf,12753,tcp,tsaf port,[Andreas_Fehr],[Andreas_Fehr],,,,,,
,12754-12864,,Unassigned,,,,,,,,
netperf,12865,tcp,control port for the netperf benchmark,[netperf.org],[rick_jones],2013-04-05,,,,,
,12866-13159,,Unassigned,,,,,,,,
i-zipqd,13160,tcp,I-ZIPQD,[Chuck_Runquist],[Chuck_Runquist],,,,,,
,13161-13215,,Unassigned,,,,,,,,
bcslogc,13216,tcp,Black Crow Software application logging,[Ramindur_Singh],[Ramindur_Singh],2008-12-04,,,,,
rs-pias,13217,tcp,R&S Proxy Installation Assistant Service,[Guido_Kiener],[Guido_Kiener],2008-12-04,,,,,
emc-vcas-tcp,13218,tcp,EMC Virtual CAS Service,,,,,,,,
,13219-13222,,Unassigned,,,,,,,,
powwow-client,13223,tcp,PowWow Client,[Paul_K_Peterson],[Paul_K_Peterson],,,,,,
powwow-server,13224,tcp,PowWow Server,[Paul_K_Peterson],[Paul_K_Peterson],,,,,,
,13225-13399,,Unassigned,,,,,,,,
doip-data,13400,tcp,DoIP Data,[Joerg_Schneider],[Joerg_Schneider],2011-01-26,,,,,
,13401-13719,,Unassigned,,,,,,,,
bprd,13720,tcp,BPRD Protocol (VERITAS NetBackup),[Jeff_Holmbeck],[Jeff_Holmbeck],,,,,,
bpdbm,13721,tcp,BPDBM Protocol (VERITAS NetBackup),[Jeff_Holmbeck],[Jeff_Holmbeck],,,,,,
bpjava-msvc,13722,tcp,BP Java MSVC Protocol,[Tim_Schmidt],[Tim_Schmidt],,,,,,
,13723,,Unassigned,,,,,,,,
vnetd,13724,tcp,Veritas Network Utility,[Jeff_Holmbeck],[Jeff_Holmbeck],,,,,,
,13725-13781,,Unassigned,,,,,,,,
bpcd,13782,tcp,VERITAS NetBackup,[Jeff_Holmbeck],[Jeff_Holmbeck],,,,,,
vopied,13783,tcp,VOPIED Protocol,[Jeff_Holmbeck],[Jeff_Holmbeck],,,,,,
,13784,,Unassigned,,,,,,,,
nbdb,13785,tcp,NetBackup Database,[Pat_Tovo],[Pat_Tovo],2004-12,,,,,
nomdb,13786,tcp,Veritas-nomdb,[Clayton_Haapala],[Clayton_Haapala],2005-08,,,,,
,13787-13817,,Unassigned,,,,,,,,
dsmcc-config,13818,tcp,DSMCC Config,[Tim_Addington],[Tim_Addington],,,[ISO/IEC 13818-6 MPEG-2 DSM-CC],,,
dsmcc-session,13819,tcp,DSMCC Session Messages,[Tim_Addington],[Tim_Addington],,,[ISO/IEC 13818-6 MPEG-2 DSM-CC],,,
dsmcc-passthru,13820,tcp,DSMCC Pass-Thru Messages,[Tim_Addington],[Tim_Addington],,,[ISO/IEC 13818-6 MPEG-2 DSM-CC],,,
dsmcc-download,13821,tcp,DSMCC Download Protocol,[Tim_Addington],[Tim_Addington],,,[ISO/IEC 13818-6 MPEG-2 DSM-CC],,,
dsmcc-ccp,13822,tcp,DSMCC Channel Change Protocol,[Tim_Addington],[Tim_Addington],,,[ISO/IEC 13818-6 MPEG-2 DSM-CC],,,
bmdss,13823,tcp,Blackmagic Design Streaming Server,[Sam_Vaughan],[Sam_Vaughan],2011-03-01,,,,,
,13824-13831,,Unassigned,,,,,,,,
a-trust-rpc,13832,tcp,Certificate Management and Issuing,[A-Trust_GmbH],[Patrick_Hagelkruys],2023-06-05,,,,,
,13833-13893,,Unassigned,,,,,,,,
ucontrol,13894,tcp,Ultimate Control communication protocol,[NEGU_Soft],[borja_lopez_urkidi],2012-09-10,,,,,
,13895-13928,,Unassigned,,,,,,,,
dta-systems,13929,tcp,D-TA SYSTEMS,[Alexis_Bose],[Alexis_Bose],2008-12-08,,,,,
medevolve,13930,tcp,MedEvolve Port Requester,[Jon_Robertson],[Jon_Robertson],2008-10-24,,,,,
,13931-13999,,Unassigned,,,,,,,,
scotty-ft,14000,tcp,SCOTTY High-Speed Filetransfer,[Patrick_Verbeek],[Patrick_Verbeek],2007-05,,,,,
sua,14001,tcp,SUA,[Miguel_Angel_Garcia],[Miguel_Angel_Garcia],,,,,,
scotty-disc,14002,udp,Discovery of a SCOTTY hardware codec board,[SCOTTY_Group_SE],[Patrick_Verbeek_2],2013-01-14,,,,,
,14003-14032,,Unassigned,,,,,,,,
sage-best-com1,14033,tcp,sage Best! Config Server 1,[Christian_Rubach],[Christian_Rubach],,,,,,
sage-best-com2,14034,tcp,sage Best! Config Server 2,[Christian_Rubach],[Christian_Rubach],,,,,,
,14035-14140,,Unassigned,,,,,,,,
vcs-app,14141,tcp,VCS Application,[Ming_Xu],[Ming_Xu],,,,,,
icpp,14142,tcp,IceWall Cert Protocol,[Tsutomu_Fujinami],[Tsutomu_Fujinami],2005-08,,,,,
icpps,14143,tcp,IceWall Cert Protocol over TLS,[Kenta_Kambara],[Kenta_Kambara],2016-05-24,,,,,
,14144,,Unassigned,,,,,,,,
gcm-app,14145,tcp,GCM Application,[Ming_Xu],[Ming_Xu],,,,,,
,14146-14148,,Unassigned,,,,,,,,
vrts-tdd,14149,tcp,Veritas Traffic Director,[Sameer_Deokule],[Sameer_Deokule],2002-03,,,,,
